19.0,73.0,-0.9784726347226348
10.0,8.0,-0.8529071008702219
107.0,9.0,-1.0
107.0,7.0,-0.9989758468779183
90.0,5.0,-0.3333333333333333
10.0,7.0,-0.7985226285899382
65.0,64.0,-0.9977439368302313
26.0,69.0,-0.9850440452042886
102.0,10.0,-0.999817701212287
50.0,37.0,-0.9902659203489899
21.0,21.0,-0.9711082590879769
86.0,33.0,-0.9992526158445441
29.0,19.0,-0.9808412956446787
12.0,7.0,-0.8183156079274613
24.0,47.0,-0.9802357504627298
39.0,59.0,-0.9877502740753563
19.0,50.0,-0.9772361647361647
41.0,71.0,-0.9881819428892271
54.0,17.0,-0.9918818565400844
24.0,54.0,-0.9836814105603393
69.0,12.0,-0.9969457642687152
94.0,11.0,-0.9998319468952189
44.0,33.0,-0.9876636370599826
38.0,15.0,-0.9572701136029638
19.0,57.0,-0.9778889466389468
74.0,16.0,-0.9986491434925565
33.0,14.0,-0.9486231883455069
15.0,9.0,-0.8935654161049529
58.0,30.0,-0.9933498332434096
78.0,8.0,-0.9971503275987933
82.0,11.0,-0.9977165342482244
17.0,8.0,-0.9032952442915718
46.0,25.0,-0.9895657206370895
61.0,6.0,-0.9919525658294378
39.0,39.0,-0.9865550119567671
24.0,44.0,-0.9799420647064889
19.0,23.0,-0.9617151959675819
14.0,14.0,-0.936492667527765
46.0,13.0,-0.9835002270286625
32.0,30.0,-0.9852651905742955
65.0,38.0,-0.9967722094646048
14.0,7.0,-0.8737811240015311
89.0,28.0,-1.0
72.0,11.0,-0.9955578765606231
58.0,27.0,-0.9929506545820744
10.0,10.0,-0.9211572114511783
60.0,43.0,-0.9950435526598892
39.0,42.0,-0.9872528886553726
94.0,8.0,-0.9997479203428283
52.0,28.0,-0.9931779243049799
